B1,B2,B3,B4,B5,B6,B7,vis,white,class
-48,150,28,10,18,219,129,130,6651.555555555555,0
-81,19,-19,-12,16,188,138,-81,1698.6666666666667,0
-81,19,-19,-12,16,188,138,-81,1698.6666666666667,0
-94,15,-19,-9,-28,199,116,-98,2073.555555555555,0
-94,15,-19,-9,-28,199,116,-98,2073.555555555555,0
-92,38,-9,-6,10,184,142,-63,2888.6666666666665,0
-92,38,-9,-6,10,184,142,-63,2888.6666666666665,0
-26,153,23,-4,-5,210,121,150,5704.666666666667,0
-26,153,23,-4,-5,210,121,150,5704.666666666667,0
-46,102,26,3,17,190,145,82,3651.555555555556,0
-46,102,26,3,17,190,145,82,3651.555555555556,0
-37,137,26,0,3,199,108,126,5174.0,0
-100,100,9,1,-17,235,142,9,6684.666666666667,0
34,582,253,3,24,155,125,869,50722.88888888888,0
43,626,306,4,-20,175,58,975,56828.666666666664,0
184,683,323,17,29,155,137,1190,44213.555555555555,0
184,683,323,17,29,155,137,1190,44213.555555555555,0
184,676,319,18,-27,187,80,1179,43082.0,0
184,676,319,18,-27,187,80,1179,43082.0,0
186,657,300,17,29,168,133,1143,40254.0,0
186,657,300,17,29,168,133,1143,40254.0,0
166,630,266,32,-6,212,95,1062,39754.666666666664,0
166,630,266,32,-6,212,95,1062,39754.666666666664,0
100,501,163,23,33,164,155,764,31001.55555555556,0
57,436,137,31,12,227,110,630,26604.666666666668,0
57,436,137,31,12,227,110,630,26604.666666666668,0
64,372,104,30,50,187,162,540,18698.666666666668,0
64,372,104,30,50,187,162,540,18698.666666666668,0
-41,220,49,26,26,219,116,228,11718.0,0
-41,220,49,26,26,219,116,228,11718.0,0
-9,243,62,36,46,206,164,296,11256.22222222222,0
-9,243,62,36,46,206,164,296,11256.22222222222,0
66,371,109,20,24,220,123,546,18168.666666666668,0
94,393,114,37,41,213,171,601,18626.888888888887,0
94,393,114,37,41,213,171,601,18626.888888888887,0
65,350,95,35,42,234,124,510,16350.0,0
65,350,95,35,42,234,124,510,16350.0,0
70,363,96,42,44,220,181,529,17534.888888888887,0
70,363,96,42,44,220,181,529,17534.888888888887,0
80,344,95,42,37,238,125,519,14658.0,0
80,344,95,42,37,238,125,519,14658.0,0
35,317,82,42,60,220,177,434,15217.555555555555,0
35,317,82,42,60,220,177,434,15217.555555555555,0
28,266,70,34,39,225,118,364,10758.222222222223,0
9,255,69,30,41,220,174,333,10968.0,0
9,255,69,30,41,220,174,333,10968.0,0
-33,209,49,21,8,227,118,225,10098.666666666666,0
-33,209,49,21,8,227,118,225,10098.666666666666,0
-61,165,42,16,29,214,166,146,8534.888888888889,0
-61,165,42,16,29,214,166,146,8534.888888888889,0
-48,150,28,10,18,219,129,130,6651.555555555555,0
-100,22,-17,-5,12,188,139,-95,2588.222222222222,0
-100,22,-17,-5,12,188,139,-95,2588.222222222222,0
-100,55,-5,0,-3,203,97,-50,4072.222222222222,0
-100,55,-5,0,-3,203,97,-50,4072.222222222222,0
-92,38,-9,-6,10,184,142,-63,2888.6666666666665,0
-92,38,-9,-6,10,184,142,-63,2888.6666666666665,0
-100,6,-24,-1,-31,185,106,-118,1990.2222222222224,0
-100,6,-24,-1,-31,185,106,-118,1990.2222222222224,0
-94,37,-5,-2,14,181,132,-62,2982.888888888889,0
-94,37,-5,-2,14,181,132,-62,2982.888888888889,0
74,556,213,-1,-34,175,75,843,41032.666666666664,0
74,556,213,-1,-34,175,75,843,41032.666666666664,0
89,571,229,13,13,149,121,889,40987.555555555555,0
25,578,258,-5,-5,165,57,861,51388.666666666664,0
25,578,258,-5,-5,165,57,861,51388.666666666664,0
192,664,306,10,7,153,125,1162,40438.222222222226,0
192,664,306,10,7,153,125,1162,40438.222222222226,0
183,654,299,18,-26,182,79,1136,40146.88888888889,0
183,654,299,18,-26,182,79,1136,40146.88888888889,0
186,657,300,17,29,168,133,1143,40254.0,0
186,657,300,17,29,168,133,1143,40254.0,0
125,578,223,19,-2,190,92,926,37870.88888888889,0
125,578,223,19,-2,190,92,926,37870.88888888889,0
86,473,152,19,32,175,143,711,28574.0,0
57,436,137,31,12,227,110,630,26604.666666666668,0
57,436,137,31,12,227,110,630,26604.666666666668,0
41,352,106,24,45,175,155,499,17940.222222222223,0
41,352,106,24,45,175,155,499,17940.222222222223,0
-69,177,41,27,14,230,132,149,10123.555555555555,0
-69,177,41,27,14,230,132,149,10123.555555555555,0
-9,243,62,36,46,206,164,296,11256.22222222222,0
-26,242,56,33,25,219,112,272,12571.555555555555,0
-26,242,56,33,25,219,112,272,12571.555555555555,0
-1,269,59,21,42,199,160,327,13400.0,0
-1,269,59,21,42,199,160,327,13400.0,0
-1,281,69,41,48,222,119,349,14374.222222222224,0
-1,281,69,41,48,222,119,349,14374.222222222224,0
88,371,104,48,53,223,174,563,16848.222222222223,0
88,371,104,48,53,223,174,563,16848.222222222223,0
42,310,83,37,42,239,135,435,13892.666666666666,0
42,310,83,37,42,239,135,435,13892.666666666666,0
26,266,66,37,46,216,174,358,11022.222222222224,0
28,266,70,34,39,225,118,364,10758.222222222223,0
28,266,70,34,39,225,118,364,10758.222222222223,0
-16,242,64,35,52,212,164,290,11627.555555555555,0
-16,242,64,35,52,212,164,290,11627.555555555555,0
-57,178,37,18,25,216,108,158,9326.888888888889,0
-57,178,37,18,25,216,108,158,9326.888888888889,0
-61,165,42,16,29,214,166,146,8534.888888888889,0
-95,66,2,6,7,216,121,-27,4380.666666666667,0
-95,66,2,6,7,216,121,-27,4380.666666666667,0
-100,-32,-43,-7,-8,176,127,-175,888.2222222222223,0
-100,-32,-43,-7,-8,176,127,-175,888.2222222222223,0
-100,55,-5,0,-3,203,97,-50,4072.222222222222,0
-100,55,-5,0,-3,203,97,-50,4072.222222222222,0
-100,37,-3,0,12,191,145,-66,3308.6666666666665,0
-100,37,-3,0,12,191,145,-66,3308.6666666666665,0
-100,8,-17,4,-6,210,110,-109,2130.888888888889,0
-100,8,-17,4,-6,210,110,-109,2130.888888888889,0
-94,37,-5,-2,14,181,132,-62,2982.888888888889,0
36,501,177,-3,2,143,110,714,37898.0,0
36,501,177,-3,2,143,110,714,37898.0,0
41,518,184,8,-25,179,85,743,39948.222222222226,0
41,518,184,8,-25,179,85,743,39948.222222222226,0
89,571,229,13,13,149,121,889,40987.555555555555,0
89,571,229,13,13,149,121,889,40987.555555555555,0
77,578,235,-10,-23,166,60,890,43734.88888888888,0
134,626,281,23,21,145,124,1041,42522.0,0
134,626,281,23,21,145,124,1041,42522.0,0
183,654,299,18,-26,182,79,1136,40146.88888888889,0
183,654,299,18,-26,182,79,1136,40146.88888888889,0
167,598,251,16,21,168,128,1016,34802.88888888889,0
167,598,251,16,21,168,128,1016,34802.88888888889,0
115,531,199,-1,-30,169,72,845,32259.55555555556,0
115,531,199,-1,-30,169,72,845,32259.55555555556,0
86,473,152,19,32,175,143,711,28574.0,0
59,434,143,28,5,215,119,636,25818.0,0
59,434,143,28,5,215,119,636,25818.0,0
23,352,103,26,48,181,158,478,19626.888888888887,0
23,352,103,26,48,181,158,478,19626.888888888887,0
-69,177,41,27,14,230,132,149,10123.555555555555,0
-91,124,24,18,29,181,150,57,7716.666666666667,0
-91,124,24,18,29,181,150,57,7716.666666666667,0
-100,120,17,24,22,227,113,37,8077.555555555556,0
-100,120,17,24,22,227,113,37,8077.555555555556,0
-100,105,15,20,39,188,152,20,7038.88888888889,0
-100,105,15,20,39,188,152,20,7038.88888888889,0
-1,281,69,41,48,222,119,349,14374.222222222224,0
-1,281,69,41,48,222,119,349,14374.222222222224,0
11,277,67,35,52,214,157,355,13110.222222222224,0
11,277,67,35,52,214,157,355,13110.222222222224,0
-39,196,44,36,29,224,123,201,9468.666666666666,0
26,266,66,37,46,216,174,358,11022.222222222224,0
26,266,66,37,46,216,174,358,11022.222222222224,0
-36,184,53,30,22,227,131,201,8164.666666666667,0
-36,184,53,30,22,227,131,201,8164.666666666667,0
-50,144,43,40,54,216,162,137,6276.222222222222,0
-50,144,43,40,54,216,162,137,6276.222222222222,0
-57,178,37,18,25,216,108,158,9326.888888888889,0
-57,178,37,18,25,216,108,158,9326.888888888889,0
-33,153,20,-3,7,197,157,140,6121.555555555555,0
-33,153,20,-3,7,197,157,140,6121.555555555555,0
-57,63,0,-6,-6,216,115,6,2402.0,0
-57,63,0,-6,-6,216,115,6,2402.0,0
-100,-32,-43,-7,-8,176,127,-175,888.2222222222223,0
-100,-9,-33,-4,-29,197,91,-142,1482.8888888888887,0
-100,-9,-33,-4,-29,197,91,-142,1482.8888888888887,0
-100,57,4,7,22,210,162,-39,4252.666666666667,0
-100,57,4,7,22,210,162,-39,4252.666666666667,0
-100,53,-14,-6,-17,206,111,-61,3921.555555555555,0
9,589,250,43,14,175,51,848,56600.222222222226,0
91,549,238,51,6,184,90,878,36454.88888888889,0
-77,517,190,8,31,148,113,630,59006.0,0
-39,475,162,-5,23,145,121,598,44729.555555555555,0
41,518,184,8,-25,179,85,743,39948.222222222226,0
41,518,184,8,-25,179,85,743,39948.222222222226,0
63,529,201,-7,10,139,119,793,38198.222222222226,0
63,529,201,-7,10,139,119,793,38198.222222222226,0
69,547,213,-9,-23,170,64,829,40086.222222222226,0
134,626,281,23,21,145,124,1041,42522.0,0
134,626,281,23,21,145,124,1041,42522.0,0
112,580,240,14,-14,182,82,932,39000.88888888889,0
112,580,240,14,-14,182,82,932,39000.88888888889,0
117,566,237,33,32,162,136,920,36026.88888888889,0
117,566,237,33,32,162,136,920,36026.88888888889,0
115,531,199,-1,-30,169,72,845,32259.55555555556,0
82,422,111,-4,13,155,119,615,23684.666666666668,0
82,422,111,-4,13,155,119,615,23684.666666666668,0
83,393,108,7,-8,187,91,584,19772.222222222223,0
83,393,108,7,-8,187,91,584,19772.222222222223,0
-34,222,38,4,25,159,128,226,11619.555555555557,0
-34,222,38,4,25,159,128,226,11619.555555555557,0
-90,144,23,27,18,208,127,77,9129.555555555555,0
-90,144,23,27,18,208,127,77,9129.555555555555,0
-80,96,11,9,25,185,154,27,5164.666666666667,0
-80,96,11,9,25,185,154,27,5164.666666666667,0
-100,59,-17,-2,-24,193,92,-58,4216.222222222223,0
-100,105,15,20,39,188,152,20,7038.88888888889,0
-100,105,15,20,39,188,152,20,7038.88888888889,0
-100,100,16,24,21,227,120,16,6723.555555555556,0
-100,100,16,24,21,227,120,16,6723.555555555556,0
-100,79,11,20,35,189,155,-10,5442.88888888889,0
-100,79,11,20,35,189,155,-10,5442.88888888889,0
-39,196,44,36,29,224,123,201,9468.666666666666,0
-2,181,29,7,17,206,161,208,6394.88888888889,0
-2,181,29,7,17,206,161,208,6394.88888888889,0
-27,154,19,2,-11,219,122,146,5900.222222222222,0
-27,154,19,2,-11,219,122,146,5900.222222222222,0
-50,144,43,40,54,216,162,137,6276.222222222222,0
-50,144,43,40,54,216,162,137,6276.222222222222,0
-100,64,20,23,21,220,121,-16,4803.555555555556,0
-100,64,20,23,21,220,121,-16,4803.555555555556,0
-33,103,15,7,11,216,165,85,3171.555555555556,0
-33,103,15,7,11,216,165,85,3171.555555555556,0
-51,75,10,9,-10,230,142,34,2646.8888888888887,0
-100,-32,-45,-14,-8,174,124,-177,868.6666666666666,0
-100,-32,-45,-14,-8,174,124,-177,868.6666666666666,0
-100,-48,-51,-15,-31,189,83,-199,568.2222222222222,0
-100,-48,-51,-15,-31,189,83,-199,568.2222222222222,0
-100,54,-7,0,6,193,161,-53,4009.555555555556,0
-33,521,240,69,83,166,150,728,51156.222222222226,0
79,516,235,59,69,162,144,830,32696.222222222223,0
-56,482,210,51,8,183,69,636,48242.666666666664,0
41,456,193,51,-1,191,92,690,29388.666666666668,0
-77,517,190,8,31,148,113,630,59006.0,0
-100,476,149,-16,-33,172,36,525,55634.0,0
-43,428,124,-11,-34,168,77,509,38016.222222222226,0
-24,495,165,-2,22,136,100,636,45998.0,0
-13,462,159,-6,20,141,101,608,38557.55555555556,0
-40,494,176,-6,-27,165,36,630,48104.0,0
69,547,213,-9,-23,170,64,829,40086.222222222226,0
91,539,213,2,32,143,118,843,35762.666666666664,0
91,539,213,2,32,143,118,843,35762.666666666664,0
97,543,220,12,-18,179,89,860,35374.88888888889,0
97,543,220,12,-18,179,89,860,35374.88888888889,0
101,531,229,20,36,164,137,861,32498.666666666668,0
62,469,162,13,-19,182,89,693,29988.666666666668,0
62,469,162,13,-19,182,89,693,29988.666666666668,0
23,407,121,29,37,159,133,551,26539.55555555556,0
23,407,121,29,37,159,133,551,26539.55555555556,0
-22,298,64,3,-22,179,82,340,18283.55555555556,0
-22,298,64,3,-22,179,82,340,18283.55555555556,0
-34,222,38,4,25,159,128,226,11619.555555555557,0
-34,222,38,4,25,159,128,226,11619.555555555557,0
-100,103,-5,1,-8,178,101,-2,6877.555555555556,0
-100,103,-5,1,-8,178,101,-2,6877.555555555556,0
-86,70,-10,-9,9,172,131,-26,4056.8888888888887,0
-100,59,-17,-2,-24,193,92,-58,4216.222222222223,0
-100,59,-17,-2,-24,193,92,-58,4216.222222222223,0
-92,56,-5,0,18,185,149,-41,3688.222222222222,0
-92,56,-5,0,18,185,149,-41,3688.222222222222,0
-90,46,-1,12,1,204,108,-45,3180.6666666666665,0
-90,46,-1,12,1,204,108,-45,3180.6666666666665,0
-100,79,11,20,35,189,155,-10,5442.88888888889,0
-100,108,17,27,8,233,129,25,7248.222222222222,0
-100,108,17,27,8,233,129,25,7248.222222222222,0
-67,110,0,-8,7,194,163,43,5324.222222222223,0
-67,110,0,-8,7,194,163,43,5324.222222222223,0
-82,79,-12,-6,-6,224,120,-15,4344.666666666667,0
-82,79,-12,-6,-6,224,120,-15,4344.666666666667,0
-4,151,26,5,13,206,157,173,4505.555555555556,0
-4,151,26,5,13,206,157,173,4505.555555555556,0
-37,125,17,2,-17,224,125,105,4536.0,0
-37,125,17,2,-17,224,125,105,4536.0,0
-39,148,30,17,32,219,176,139,5961.555555555556,0
-51,75,10,9,-10,230,142,34,2646.8888888888887,0
-51,75,10,9,-10,230,142,34,2646.8888888888887,0
-100,-2,-21,13,19,202,149,-123,1800.6666666666667,0
-100,-2,-21,13,19,202,149,-123,1800.6666666666667,0
-100,-15,-23,8,-3,215,128,-138,1468.6666666666667,0
648,909,563,283,136,186,67,2120,21673.55555555556,0
43,467,214,78,26,205,85,724,30336.222222222223,0
-100,375,118,-2,28,163,144,393,37688.666666666664,0
-10,430,188,59,72,153,138,608,32374.222222222223,0
-56,482,210,51,8,183,69,636,48242.666666666664,0
-100,380,131,11,43,158,149,411,38418.0,0
-100,380,131,11,43,158,149,411,38418.0,0
-100,380,118,-13,-18,174,65,398,38507.555555555555,0
-100,346,91,-16,-38,165,72,337,33380.222222222226,0
-100,346,91,-16,-38,165,72,337,33380.222222222226,0
-56,375,113,-4,22,143,115,432,31440.666666666668,0
-40,494,176,-6,-27,165,36,630,48104.0,0
-55,481,167,-10,12,129,95,593,48352.8888888889,0
-55,481,167,-10,12,129,95,593,48352.8888888889,0
13,483,178,-16,17,142,108,674,37905.55555555556,0
34,508,196,9,-25,176,93,738,38696.0,0
34,508,196,9,-25,176,93,738,38696.0,0
101,531,229,20,36,164,137,861,32498.666666666668,0
55,459,172,20,-18,182,85,686,28808.222222222223,0
55,459,172,20,-18,182,85,686,28808.222222222223,0
-2,341,100,15,22,164,137,439,20681.55555555556,0
-2,341,100,15,22,164,137,439,20681.55555555556,0
-22,298,64,3,-22,179,82,340,18283.55555555556,0
-22,298,64,3,-22,179,82,340,18283.55555555556,0
-100,106,2,12,17,153,127,8,7072.88888888889,0
-100,106,2,12,17,153,127,8,7072.88888888889,0
-100,44,-23,-6,-14,172,86,-79,3461.555555555555,0
-100,44,-23,-6,-14,172,86,-79,3461.555555555555,0
-86,70,-10,-9,9,172,131,-26,4056.8888888888887,0
-100,24,-27,-10,-22,187,95,-103,2589.5555555555547,0
-100,24,-27,-10,-22,187,95,-103,2589.5555555555547,0
-80,37,-13,-2,18,183,151,-56,2297.5555555555557,0
-80,37,-13,-2,18,183,151,-56,2297.5555555555557,0
-94,25,-19,4,-12,193,95,-88,2413.555555555555,0
-94,25,-19,4,-12,193,95,-88,2413.555555555555,0
-88,58,-6,5,16,191,146,-36,3570.6666666666665,0
-86,73,-6,4,-1,215,116,-19,4213.555555555556,0
-86,73,-6,4,-1,215,116,-19,4213.555555555556,0
-40,110,11,2,15,198,160,81,3878.0,0
-40,110,11,2,15,198,160,81,3878.0,0
-82,79,-12,-6,-6,224,120,-15,4344.666666666667,0
-82,79,-12,-6,-6,224,120,-15,4344.666666666667,0
-51,120,5,-7,7,190,161,74,5066.888888888889,0
-51,120,5,-7,7,190,161,74,5066.888888888889,0
-57,141,7,0,-10,236,136,91,6806.222222222223,0
-57,141,7,0,-10,236,136,91,6806.222222222223,0
-39,148,30,17,32,219,176,139,5961.555555555556,0
-46,142,37,28,25,239,154,133,5917.555555555556,0
-46,142,37,28,25,239,154,133,5917.555555555556,0
-54,103,32,29,35,232,183,81,4120.666666666667,0
57,504,239,74,81,157,136,800,33684.222222222226,0
653,895,555,292,135,177,54,2103,20418.666666666668,0
29,465,206,66,-8,186,94,700,32056.222222222223,0
29,465,206,66,-8,186,94,700,32056.222222222223,0
-100,366,119,-12,-33,173,49,385,36236.222222222226,0
-100,366,119,-12,-33,173,49,385,36236.222222222226,0
-100,389,139,-1,26,156,144,428,39860.22222222222,0
-90,381,140,7,25,159,125,431,36980.22222222222,0
-90,381,140,7,25,159,125,431,36980.22222222222,0
-100,301,99,0,-19,181,85,300,26800.666666666668,0
-66,418,133,-6,25,137,109,485,39453.55555555556,0
-56,375,113,-4,22,143,115,432,31440.666666666668,0
-71,459,161,11,-24,178,45,549,47058.666666666664,0
-34,439,161,13,5,186,78,566,37670.88888888888,0
-57,502,194,19,33,158,129,639,52260.666666666664,0
4,468,176,5,31,154,131,648,36682.666666666664,0
34,508,196,9,-25,176,93,738,38696.0,0
15,552,227,14,32,161,107,794,48770.88888888888,0
28,498,192,1,32,162,121,718,37936.88888888888,0
-9,497,192,20,-12,175,80,680,43273.55555555556,0
-39,366,110,17,-18,189,105,437,27973.55555555556,0
-98,318,77,6,31,155,122,297,29084.666666666668,0
-2,341,100,15,22,164,137,439,20681.55555555556,0
-100,131,3,-6,-26,172,72,34,8928.222222222223,0
-100,131,3,-6,-26,172,72,34,8928.222222222223,0
-100,29,-30,-11,17,140,121,-101,2780.2222222222226,0
-100,29,-30,-11,17,140,121,-101,2780.2222222222226,0
-100,-5,-35,-8,-18,170,85,-140,1572.2222222222224,0
-100,-10,-31,6,20,142,117,-141,1478.0,0
-100,-10,-31,6,20,142,117,-141,1478.0,0
-100,-53,-48,-9,-10,172,80,-201,548.6666666666666,0
-100,-53,-48,-9,-10,172,80,-201,548.6666666666666,0
-100,-43,-29,14,24,162,133,-172,942.888888888889,0
-100,-43,-29,14,24,162,133,-172,942.888888888889,0
-94,25,-19,4,-12,193,95,-88,2413.555555555555,0
-94,25,-19,4,-12,193,95,-88,2413.555555555555,0
-93,20,-30,-13,0,176,142,-103,2137.555555555555,0
-93,20,-30,-13,0,176,142,-103,2137.555555555555,0
-99,47,-18,-4,-13,205,118,-70,3566.888888888889,0
-40,110,11,2,15,198,160,81,3878.0,0
-40,110,11,2,15,198,160,81,3878.0,0
-39,113,11,6,3,215,128,85,4000.888888888889,0
-39,113,11,6,3,215,128,85,4000.888888888889,0
-18,157,21,2,20,206,151,160,5626.88888888889,0
-18,157,21,2,20,206,151,160,5626.88888888889,0
-57,141,7,0,-10,236,136,91,6806.222222222223,0
-60,149,23,14,23,215,176,112,7382.888888888888,0
-60,149,23,14,23,215,176,112,7382.888888888888,0
-57,159,22,17,24,244,149,124,7962.88888888889,0
-57,159,22,17,24,244,149,124,7962.88888888889,0
698,988,650,312,142,217,42,2336,22294.22222222222,0
695,960,614,300,182,168,131,2269,21833.555555555555,0
695,960,614,300,182,168,131,2269,21833.555555555555,0
671,944,586,288,134,186,45,2201,23324.222222222223,0
-100,402,137,-3,25,155,135,439,42044.222222222226,0
-100,402,137,-3,25,155,135,439,42044.222222222226,0
-100,407,152,1,-36,181,48,459,42842.0,0
-100,407,152,1,-36,181,48,459,42842.0,0
5,465,222,52,-3,184,85,692,35304.222222222226,0
-89,405,164,4,24,162,127,480,40680.666666666664,0
-100,334,106,-5,-18,175,56,340,31419.55555555556,0
-100,301,99,0,-19,181,85,300,26800.666666666668,0
-88,404,142,0,22,149,144,458,40400.88888888889,0
-75,418,158,7,20,156,135,501,40548.666666666664,0
-52,498,197,7,-8,179,49,643,50566.88888888888,0
-61,417,158,10,-7,187,89,514,38169.555555555555,0
4,468,176,5,31,154,131,648,36682.666666666664,0
-70,483,181,10,-25,186,59,594,51112.666666666664,0
-17,440,151,-2,-36,178,84,574,35621.555555555555,0
-60,441,153,10,15,145,116,534,42146.0,0
-78,313,69,-13,18,154,104,304,26002.888888888887,0
-100,254,49,-1,-27,165,64,203,21060.222222222223,0
-98,318,77,6,31,155,122,297,29084.666666666668,0
-98,318,77,6,31,155,122,297,29084.666666666668,0
-100,133,1,-11,-25,172,55,34,9101.555555555557,0
-100,56,-26,-10,-26,180,88,-70,4059.555555555555,0
-100,56,-26,-10,-26,180,88,-70,4059.555555555555,0
-100,5,-25,-2,22,145,121,-120,1950.0,0
-100,5,-25,-2,22,145,121,-120,1950.0,0
-100,-5,-35,-8,-18,170,85,-140,1572.2222222222224,0
-100,-54,-42,3,12,150,110,-196,624.8888888888888,0
-100,-54,-42,3,12,150,110,-196,624.8888888888888,0
-100,-100,-79,-11,-32,156,61,-279,98.0,0
-100,-100,-79,-11,-32,156,61,-279,98.0,0
-100,-43,-29,14,24,162,133,-172,942.888888888889,0
-100,-43,-29,14,24,162,133,-172,942.888888888889,0
-100,-45,-41,-9,-14,169,83,-186,724.6666666666666,0
-100,-45,-41,-9,-14,169,83,-186,724.6666666666666,0
-100,18,-31,-7,-4,159,124,-113,2342.888888888889,0
-100,18,-31,-7,-4,159,124,-113,2342.888888888889,0
-99,47,-18,-4,-13,205,118,-70,3566.888888888889,0
-20,112,9,-3,9,188,148,101,3208.2222222222226,0
-20,112,9,-3,9,188,148,101,3208.2222222222226,0
-42,119,7,-2,-9,205,135,84,4540.666666666667,0
-42,119,7,-2,-9,205,135,84,4540.666666666667,0
-18,157,21,2,20,206,151,160,5626.88888888889,0
-18,157,21,2,20,206,151,160,5626.88888888889,0
-32,153,22,3,-7,223,149,143,6033.555555555556,0
-34,146,18,4,11,213,170,130,5720.888888888888,0
-34,146,18,4,11,213,170,130,5720.888888888888,0
703,1012,687,317,188,197,119,2402,22373.55555555555,0
677,969,642,301,136,209,49,2288,21490.88888888889,0
677,969,642,301,136,209,49,2288,21490.88888888889,0
689,978,632,294,181,165,122,2299,22942.88888888889,0
689,978,632,294,181,165,122,2299,22942.88888888889,0
671,944,586,288,134,186,45,2201,23324.222222222223,0
674,927,577,286,175,155,139,2178,21768.666666666668,0
674,927,577,286,175,155,139,2178,21768.666666666668,0
664,917,580,271,117,174,53,2161,20514.88888888889,0
664,917,580,271,117,174,53,2161,20514.88888888889,0
-100,389,157,-6,16,148,129,446,39888.22222222222,0
-89,405,164,4,24,162,127,480,40680.666666666664,0
-100,368,142,3,-27,171,54,410,36518.22222222222,0
-100,364,122,-15,-40,172,78,386,35904.88888888888,0
